HVQ_036_000001	Của bầu một nước, không gì quý bằng đất đai: nhân dân và của cải đều do đấy mà sinh ra.
HVQ_036_015518	Khi đến nhà tế ở lăng, rước thần vị để vào khám rồng, làm lễ yên vị.
HVQ_036_015519	Nghi tiết như sau: Quan phụng mạng đến vị lễ, cử ai, người lễ rửa tay, đốt hương, rót rượu, dâng rượu dâng trà, cúi lạy (vừa lạy vừa khóc 2 lạy), đứng dậy, đứng ngay.
HVQ_036_015520	Lễ tất.
HVQ_036_015521	Làm xong lễ yên vị, quan Lễ phiên lại bày lễ vật ở nhà tế.
HVQ_036_015522	Đến giờ, làm lễ tế Ngu^(1) tuần đầu.
HVQ_036_015523	Nghi tiết như sau: Quan phụng mạng đến vi bái, mở áo thần chủ, cử ai, ai chỉ người lễ rửa tay, quỳ, dâng hương, phục xuống, đứng dậy, đứng ngay, cúi lạy, đứng dậy, đứng ngay, dâng cỗ, dâng rượu tuần đầu, rót rượu, quỳ, dâng rượu, phục xuống, đứng dậy, đứng ngay, quỳ, đọc chúc, phục xuống, đứng dậy, đứng ngay, cử ai, ai chỉ cúi lạy (2 lần), đứng dậy, đứng thẳng, dâng rượu tuần thứ hai, rót rượu, quỳ, dâng rượu, phục xuống, đứng dậy, đứng ngay, dâng rượu tuần cuối, rót rượu, quỳ, dâng rượu, phục xuống, đứng dậy, đứng ngay, mời ăn, dâng trà, cử ai, cúi lạy (2 lần), đứng dậy, đứng ngay, ai chỉ, đốt chúc văn, bỏ cỗ đi.
HVQ_036_015524	Lễ tất.
HVQ_036_015525	Văn chúc như sau: "Nay ngày, tháng, năm, niên hiệu... con mồ côi là... (tên chúa), kính cẩn cáo trước bàn thờ tôn lĩnh cha là... (tên mĩ tự trong kim sách): ngày tháng thoi đưa, đến tuần ngu đầu, sớm hôm thức ngủ, thương mến không yên, gọi có thịt, rượu, xôi các thức, kính dâng lễ cúng, mong hưởng cho".
HVQ_036_015526	Nghi tiết rước thần chủ đến phủ An Trường: Đến ngày, buổi sáng thật sớm, quan Lễ phiên bày lễ vật ở miếu cung An Trường, làm lễ cáo (quan phụng mạng làm lễ 2 lạy.
HVQ_036_015527	Văn tế như sau: "Nay ngày, tháng, năm, niên hiệu... cháu bốn đời là... (tên chúa) kính cẩn cáo trước vị hiệu các tiên thánh vương và tiên thánh phi: việc xây lăng của cha, mĩ tự trong kim sách là... đã được xong cả, nay rước thần vị về thờ ở phủ, gọi có thịt xôi các thức, kính dâng lễ cúng, xin hưởng cho").
HVQ_036_015528	Cũng ngày hôm ấy, quan đồng lịnh chiếu thứ tự bản đồ sắp bày để rước.
HVQ_036_015529	Nhân lễ cúng cơm sớm, quan điển lễ đến trước hương án, quỳ xuống khấn: "Nay được giờ lành, xin rước thần vị đến phủ An Trường để thờ.
HVQ_036_015530	Kính cáo".
HVQ_036_015531	Quan Lễ phiên quỳ xin rước thần vị lên kiệu.
HVQ_036_015532	Quan đồng^(1).
HVQ_036_015533	(1) Ngu: chôn xong rồi tế để yên thần hồn người chết.
HVQ_036_015534	(2) An Trường: ở huyện Thọ Xuân, Thanh Hóa ngày nay, có miếu thờ tổ tiên họ Trịnh.
HVQ_036_015535	822 Lịch triều hiến chương loại chí lĩnh phát lệnh đi đứng, cứ theo thứ tự trong bản đồ mà đi.
HVQ_036_015536	Đến phủ An Trường, quan Lễ phiên quỳ xin rước thần vị ngự lên long sàng.
HVQ_036_015537	Rồi làm lễ yên vị (tức là lễ phản khốc).
HVQ_036_015538	Văn chúc như sau: "Nay, ngày, tháng, năm, niên hiệu, con mồ côi là... (tên chúa), kính cẩn cáo trước linh ngự cha là...
HVQ_036_015539	Xe tiên đã ruối đường mây, sơn lăng đã được yên ổn, xin rước thần vị, quy vào linh diêu, để sớm hôm thờ cúng, hết lòng kính cẩn, xin tôn linh cha rủ lòng soi xét.
HVQ_036_015540	Mong hưởng cho".
HVQ_036_015541	Hôm ấy, lễ Ninh lăng xong, quan Lễ phiên triệt hết cỗ bàn, bày lễ vật làm lễ tế Ngu tuần thứ hai.
HVQ_036_015542	(Nghi tiết cũng giống như tế Ngu tuần đầu, nhưng trong văn chúc thì đổi chữ "sơ" làm chữ "tải").
HVQ_036_015543	Sau khi chôn được ba ngày, quan Lễ phiên bày lễ vật ở trước lăng để làm lễ thăm lăng (nghi tiết cũng như nghi tiết khi cúng cơm sớm).
HVQ_036_015544	Sau tuần tế Ngu thứ hai một ngày, vào buổi sáng, làm lễ tế Ngu tuần thứ ba (nghi tiết cũng như tế Ngu tuần thứ hai, nhưng trong văn chúc đổi chữ "tái" làm chữ "tam".
HVQ_036_015545	Từ đây trở xuống cứ phỏng như thể).
HVQ_036_015546	Sau tuần tế Ngu thứ ba một ngày, làm lễ tế Ngu tuần thứ tư; sau tuần tế Ngu thứ tư một ngày, làm lễ tế Ngu tuần thứ năm; sau tuần tế Ngu thứ năm một ngày, làm lễ tế Ngu tuần thứ sáu; sau tuần tế Ngu thứ sáu một ngày, làm lễ tế Ngu tuần thứ bảy; sau tuần tế Ngu thứ bảy một ngày, làm lễ tế Ngu tuần thứ tám; sau tuần tế Ngu thứ tám một ngày, làm lễ tế Ngu tuần thứ chín (trong văn chúc lần này đổi chữ "ngu sự" làm chữ "thành sự".
HVQ_036_015547	Làm lễ xong, quan Lễ phiên quỳ xin cởi mũ áo ở thần vị ra, rước thần vị để vào trong long khám, đậy nắp chủ lại để lên trên long sàng thứ nhất, lại dán thánh vị bằng vàng vào trong long khám, đậy cửa khám lại để lên long sàng thứ hai.
HVQ_036_015548	Sau tuần Ngu thứ chín, buổi sáng buổi chiều nào cũng cúng cơm.
HVQ_036_015549	Khi cúng thì người hầu đốt hương, rót rượu, dâng trà, hầu hạ y như ngày còn sống, đến khi tế Đàm xong mới thôi.
HVQ_036_015550	Quan Lễ phiên rước hồn bạch chôn vào chỗ đất sạch sẽ khuất vắng ở trong phủ thờ.
HVQ_036_015551	Nghi tiết rước thần vị chúa về Kinh đô: Sáng ngày ấy, quan đồng lĩnh sắp sẵn tiết thứ nghi vệ để rước.
HVQ_036_015552	Xong tuần Ngu thứ chín, điển lễ (1) Phản khốc: lại khóc nữa.
HVQ_036_015553	(2) Đàm: hết hai giỗ, cách một tháng thì tế Đàm là hết tang.
HVQ_036_015554	Lễ nghỉ chí 823 quỳ xuống, khấn: "Nay được giờ tốt, rước thánh vị về Kinh sư".
HVQ_036_015555	Quan Lễ phiên quỳ xin rước thánh vị lên kiệu.
HVQ_036_015556	Những người hầu bưng thánh vị lên kiệu.
HVQ_036_015557	Quan đổng lĩnh phát lệnh đi đứng.
HVQ_036_015558	Đến bến sông, quan Lễ phiên quỳ xin rước thánh vị xuống thuyền.
HVQ_036_015559	Các đồ nghi vệ theo thứ tự xuống thuyền cả.
HVQ_036_015560	Đến giờ, quan đổng lĩnh phát lệnh cho thuyền đi.
HVQ_036_015561	Giữa đường gặp các tiết lễ thì tạm đóng lại ở các trạm để làm lễ hoặc tùy tiện bày lễ vật ngay trong thuyền mà làm lễ.
HVQ_036_015562	Rước thánh vị đến bến sông ở Kinh đô.
HVQ_036_015563	Trước một ngày, chúa tắm gội (đã sai trạm về báo trước); quan Lễ phiên sai quét rửa lầu Ngũ Phượng cho sạch sẽ, bày sẵn linh tọa, long sàng và màn trướng cùng các đồ hầu hạ đầy đủ cả.
HVQ_036_015564	Sáng sớm ngày ấy, quan đổng lĩnh theo thứ tự trong bản đồ sắp bày các tàn lọng và nghi trượng.
HVQ_036_015565	Quan Lễ phiên bày hương án ở trước nhà vọng xá, hướng về thuyền chở thánh vị.
HVQ_036_015566	Rước chúa ra nhà vọng xá đón rước.
HVQ_036_015567	Đến giờ, chúa đi từ đường bên tả đến trước hương án, khóc lên và bái vọng (lạy 4 lạy), lạy xong, chúa tạm ở nhà vọng xá.
HVQ_036_015568	Các em chúa, con rể chúa và các thân thích nhà chúa cũng lạy một lượt ở sau.
HVQ_036_015569	Hai ban văn võ cùng vào khóc và lạy 4 lạy.
HVQ_036_015570	Quân lính khiêng kiệu đem kiệu đến bên sông, dừng lại một tí.
HVQ_036_015571	Quan Lễ phiên đến trước thánh vị quỳ xin rước thánh vị lên kiệu.
HVQ_036_015572	Người hầu bưng thánh vị lên kiệu rước đi.
HVQ_036_015573	Chúa đi võng theo sau; các em chúa, con rể chúa, thân thích nhà chúa theo thứ tự đi sau.
HVQ_036_015574	Các quan văn võ đi trước dẫn đường đến lầu Ngũ Phượng.
HVQ_036_015575	Khi kiệu kim long đến tiền đường, quan Lễ phiên quỳ xin rước thánh vị lên long sàng.
HVQ_036_015576	Người hầu bưng thánh vị đặt lên long ngai.
HVQ_036_015577	Quan Lễ phiên bày hương án và đồ tế khí làm lễ yên vị.
HVQ_036_015578	Văn chúc như sau: "Nay ngày, tháng, năm, niên hiệu, con mồ côi là... (tên chúa), kính cẩn đem thịt, rượu, xôi các thứ cáo trước bàn thờ cha, mĩ tự kim sách là...
HVQ_036_015579	Xe tiên đã ruổi đường mây, sơn lăng đã được yên ổn, kính rước thánh vị về kinh đô, để khuya sớm phụng thờ, hết lòng kính cẩn, xin tôn linh cha, rủ lòng soi xét.
HVQ_036_015580	Mong hưởng cho".
HVQ_036_015581	Xét: Đây là chép về nghi thức an táng ở lăng của chúa.
HVQ_036_015582	Sau khi chôn mà tế ngu 9 tuần là tiếm dùng lễ của thiên tử.
HVQ_036_015583	Từ khi xuống thuyền đến khi về kinh đô, thì tiết thứ trước sau phần nhiều giống như việc tang của vua.
HVQ_036_015584	Xin chép tất cả ra đây để kê cứu được đầy đủ.
HVQ_036_015585	824 Lịch triều hiến chương loại chí Lý Thần Tông, năm Thiên Thuận thứ 2, [1129], mùa thu tháng 8, làm thần chủ của Nhân Tông ở linh điện, chạm cây trúc và con rắn cuốn ở áo thần chủ.
HVQ_036_015586	Cách 1 tháng, rước thần chủ Nhân Tông vào thờ phụ ở nhà Thái miếu.
HVQ_036_015587	Sử thần Ngô Sĩ Liên nói: Vua các đời trước đặt ra lễ nghi, thờ người chết như lúc còn sống, cho nên làm ra thần chủ để tượng trưng tinh thần của người chết.
HVQ_036_015588	Thế thì thần chủ là để cho tinh thần người chết nương tựa.
HVQ_036_015589	Tế Ngu mới làm thần chủ, tế Luyện mới đổi thần chủ khác, đổi thần chủ khác rồi sau mới phụ thờ vào Thái miếu.
HVQ_036_015590	Đó là những tiết mục của lễ.
HVQ_036_015591	Nhân Tông đã chôn từ tháng 6 năm ngoái, đến đây đã 14 tháng, qua kỳ tế Luyện đã lâu rồi mới làm thần chủ đem phụ thờ vào Thái miếu, thế là khinh thường bất kính quá lắm.
HVQ_036_015592	Sử thần Ngô Thì Sĩ nói: Xét trong Lễ có hai thứ chủ: một ngu chủ, một thần chủ.
HVQ_036_015593	Sách Hán thư, Lễ nghi chí chép rằng: Ngu chủ thì làm bằng gỗ dâu, cao 1 thước 2 tấc, không đề tên thụy.
HVQ_036_015594	Sách Thông điển của Đỗ Hựu nhà Đường cũng không nói đến đề ngu chủ.
HVQ_036_015595	Đến một ngày trước lễ phụ miếu, lấy nước thơm nóng rửa thần chủ bằng gỗ lật, lấy khăn lụa lau khô, quan đề chủ bưng để lên miếng lụa lót, đề chữ mực vào chủ, viết xong, lấy sơn dầu quét phủ lên.
HVQ_036_015596	Chế độ nhà Tống, ngu chủ cũng không đề tên thụy.
HVQ_036_015597	Khi quan tài đã hạ huyệt chôn lấp gần xong, viên yết giả đem rửa ngu chủ, lấy khăn lụa lau khô, đến trước huyệt tâu xin thần linh nhập vào ngu chủ, rồi rước ngu chủ lên kiệu đến điện cúng, đợi khi chôn lấp xong, làm lễ tế Ngu tuần thứ nhất.
HVQ_036_015598	Tế Ngu tuần thứ hai, thứ ba, thứ tư, thứ năm, đều tế ở dọc đường, do hữu ty làm lễ.
HVQ_036_015599	Tế Ngu tuần thứ sáu thì tế ở kinh đô, viên tông chính khanh làm lễ.
HVQ_036_015600	Còn tế Ngu tuần thứ bảy, thứ tám, thứ chín, thì vua làm lễ, các quan bồi tế.
HVQ_036_015601	(1) Luyện: lụa phấp trắng.
HVQ_036_015602	Hết một năm cúng tiểu tường rồi thì con trưởng đội mũ bằng lụa phấp trắng, cho nên gọi cúng tiểu tường là Luyện.
HVQ_036_015603	(2) Ngu chủ: thần chủ để tế Ngu.
HVQ_036_015604	(3) Yết giả: chức quan giữ việc lễ ở trong cung.
HVQ_036_015605	(4) Tông chính khanh: quan giữ việc trông coi những người họ hàng nhà vua.
HVQ_036_015606	Lế nghỉ chí 825 Tế Ngu tuần thứ chín xong thì làm lễ tốt khốc, rồi làm lễ rước thần chủ phụ thờ vào Thái miếu.
HVQ_036_015607	Trước một ngày, vua làm lễ cúng ở Thái miếu và các miếu khác, rồi sai một viên thị tụng quan đề thần chủ như nghi thức khi đề ngu chủ.
HVQ_036_015608	Đến như lễ tạo chủ và phụ miếu của nhà Lý là muộn quá, mà lời bàn của Sỹ Liên nói rằng tế Luyện rồi mới đổi thần chủ, đổi thần chủ rồi phụ vào Thái miếu, thì đó là lễ từ sĩ đại phu trở xuống, không phải là lễ của vua.
HVQ_036_015609	Vì thế bàn thêm.
HVQ_036_015610	Xét: Sách Chu lễ chép: "Lập ra miếu thờ, làm thần chủ tôn là Đế".
HVQ_036_015611	Cho nên tang của vua thì sau khi đã làm lễ tốt khốc, làm thần chủ phụ thờ vào Thái miếu đề hiệu là Đế như xưng là Văn đế, Vũ đế, v.v... là thế.
HVQ_036_015612	Tả truyện nói: "Phàm vua chết, lễ tốt khốc rồi mới phụ thờ vào Thái miếu".
HVQ_036_015613	Công Dương truyện thì lại nói: "Ngu chủ làm bằng gỗ dâu, luyện chủ làm bằng gỗ lật".
HVQ_036_015614	Thế thì có hai thứ chủ: sau khi tốt khốc, làm chủ bằng gỗ dâu để phụ thờ, xong rồi lại đem về thờ ở nhà quàn, đến sau ngày tiểu tường mới làm thần chủ bằng gỗ lật đem đến thờ ở Thái miếu, rồi chôn ngu chủ ở bên tả cửa tổ miếu.
HVQ_036_015615	Từ nhà Hán, nhà Đường về sau, đều làm hai thứ chủ, nhưng không theo lễ để tang 3 năm.
HVQ_036_015616	Sau lễ tốt khốc, đề thần chủ bằng gỗ lật rước vào phụ thờ tại nhà làm thêm ở Thái miếu, thế là cát lễ rồi, không phải đợi đến tiểu tường.
HVQ_036_015617	Sỹ Liên dẫn cái thuyết tế Ngu, tế Luyện đổi thần chủ, nhưng nói không được rõ ràng, mà lời bàn của ông ngoại tôi thì đều là nghi chế của đời Đường, Tống, chưa kê cứu đến nguồn gốc của lễ cổ, cho nên tôi tham khảo rồi chép thêm vào đây để biết lễ nào là phải hơn, mà cũng do đấy biết được cái lỗi của nhà Lý về việc phụ miếu chậm quá.
HVQ_036_015618	(1) Tốt khốc: không khóc nữa, tức là hết 100 ngày.
HVQ_036_015619	(2) Tả truyện: truyện của Kinh Xuân thu, do Tả Khâu Minh soạn.
HVQ_036_015620	(3) Công Dương truyện: truyện của Kinh Xuân thu, do Công Dương Cao soạn.
HVQ_036_015621	(4) Luyện chủ: thần chủ làm sau khi giỗ đầu.
HVQ_036_015622	(5) Tiểu tường: giỗ đầu đầy 1 năm.
HVQ_036_015623	(6) Cát lễ: lễ hết tang, không mặc áo tang nữa.
HVQ_036_015624	(7) Tức là Ngô Thì Sĩ, ông ngoại Phan Huy Chú.
HVQ_036_015625	Lê Thái Tông, năm Thiệu Bình thứ 1 [1434], tháng 12, sai các quan Nhập nội Thiếu bảo Lê Quốc Hưng và Nhập nội Hữu bật Lê Văn Linh đến tấu cáo ở Thái miếu về việc rước thần chủ mới của Thái tổ và Quốc thái mẫu phụ thờ vào Thái miếu.
HVQ_036_015626	Xét: Thái Tổ mất từ tháng 9 năm trước, tháng 11 thì chôn, đến tháng 12 năm sau mới phụ thờ vào Thái miếu, là vì chỉ theo cái lễ để tang 15 tháng, đợi khi bỏ áo tang rồi mới phụ thờ vào Thái miếu.
HVQ_036_015627	Triều Lê các đời đều dựng hai kinh, nên lễ thờ cũng làm hai chủ.
HVQ_036_015628	Khi tế Ngu ở lăng xong, thì rước Ngu chủ ra tẩm điện ở Đông Kinh để chờ phụ thờ vào Thái miếu.
HVQ_036_015629	Còn Thái miếu ở Tây Kinh thì làm thần chủ khác để thờ.
HVQ_036_015630	Thần chủ thì đề "Mỗ tông Mỗ hoàng đế", sơn son thếp vàng.
HVQ_036_015631	Quan đề chủ thì chọn viên nào có trọng vọng trong Nội các.
HVQ_036_015632	Từ đời Trung hưng về sau, thần chủ ở miếu thờ của chúa Trịnh, đại khái cũng giống như thế, nhưng mẫu thức thần chủ thì theo gia lễ mặt ngoài sơn phấn, mặt trong lõm xuống, đều theo quy chế cổ.
HVQ_036_015633	Lễ tế Ngu và đề chủ xong thì rước thần chủ vào phủ thờ ở An Trường để thờ.
